,actor,ciudad,nombres,representante
975,rosalía-omil,no hay info,,Única Representaciones
976,rosalía-omil,no hay info,,Única Representaciones
977,rosalía-omil,no hay info,,Única Representaciones
978,mar-vidal,no hay info,Nacho Guerreros,Única Representaciones
979,mar-vidal,no hay info,Técnicas Ante,Única Representaciones
980,mar-vidal,no hay info,Antonio Naharro,Única Representaciones
981,mar-vidal,no hay info,Concha Plata,Única Representaciones
982,mar-vidal,Madrid,Bel Armenteros,Única Representaciones
983,mar-vidal,Goya,Roger Gual,Única Representaciones
984,mar-vidal,no hay info,Carlos Sedes,Única Representaciones
985,mar-vidal,no hay info,Gran Hotel,Única Representaciones
986,mar-vidal,Murcia,La Voz,Única Representaciones
987,mar-vidal,Murcia,Carmen Acosta,Única Representaciones
988,mar-vidal,Madrid,Cristina Alcázar,Única Representaciones
989,mar-vidal,Madrid,Ana Pascuala,Única Representaciones
990,mar-vidal,Madrid,Laura Delgado,Única Representaciones
991,mar-vidal,Murcia,Antón Valén,Única Representaciones
992,mar-vidal,no hay info,Técnica Actoral,Única Representaciones
993,mar-vidal,no hay info,,Única Representaciones
994,mar-vidal,no hay info,,Única Representaciones
995,mar-vidal,no hay info,,Única Representaciones
996,mar-vidal,no hay info,,Única Representaciones
997,mar-vidal,no hay info,,Única Representaciones
998,mar-vidal,no hay info,,Única Representaciones
999,mar-vidal,no hay info,,Única Representaciones
1000,mar-vidal,Cartagena,,Única Representaciones
1001,mar-vidal,no hay info,,Única Representaciones
1002,mar-vidal,Cartagena,Improvisación Francisco,Única Representaciones
